tick,day,alive,sick,cumulative_deaths,cumulative_births
87,87.0,50,0,0,0
88,88.0,50,0,0,0
89,89.0,50,0,0,0
90,90.0,50,0,0,0
91,91.0,50,0,0,0
92,92.0,50,0,0,0
93,93.0,50,0,0,0
94,94.0,50,0,0,0
95,95.0,50,0,0,0
96,96.0,50,0,0,0
97,97.0,50,0,0,0
98,98.0,50,0,0,0
99,99.0,50,0,0,0
100,100.0,50,0,0,0
101,101.0,50,0,0,0
102,102.0,50,1,0,0
103,103.0,50,1,0,0
104,104.0,50,1,0,0
105,105.0,50,1,0,0
106,106.0,50,1,0,0
107,107.0,50,1,0,0
108,108.0,50,1,0,0
109,109.0,50,2,0,0
110,110.0,50,2,0,0
111,111.0,50,2,0,0
112,112.0,50,1,0,0
113,113.0,50,1,0,0
114,114.0,50,1,0,0
115,115.0,50,1,0,0
116,116.0,50,2,0,0
117,117.0,50,2,0,0
118,118.0,50,2,0,0
119,119.0,50,2,0,0
120,120.0,50,2,0,0
121,121.0,50,2,0,0
122,122.0,50,2,0,0
123,123.0,50,2,0,0
124,124.0,50,2,0,0
125,125.0,50,2,0,0
126,126.0,50,3,0,0
127,127.0,50,3,0,0
128,128.0,50,3,0,0
129,129.0,50,3,0,0
130,130.0,50,3,0,0
131,131.0,50,3,0,0
132,132.0,50,2,0,0
133,133.0,50,2,0,0
134,134.0,50,1,0,0
135,135.0,50,2,0,0
136,136.0,50,3,0,0
137,137.0,50,3,0,0
138,138.0,50,3,0,0
139,139.0,50,3,0,0
140,140.0,50,3,0,0
141,141.0,50,3,0,0
142,142.0,50,3,0,0
143,143.0,50,4,0,0
144,144.0,50,5,0,0
145,145.0,50,5,0,0
146,146.0,50,5,0,0
147,147.0,50,5,0,0
148,148.0,50,4,0,0
149,149.0,50,3,0,0
150,150.0,50,2,0,0
151,151.0,50,2,0,0
152,152.0,50,2,0,0
153,153.0,50,2,0,0
154,154.0,50,2,0,0
155,155.0,50,1,0,0
156,156.0,50,1,0,0
157,157.0,50,1,0,0
158,158.0,50,1,0,0
159,159.0,50,0,0,0
160,160.0,50,0,0,0
161,161.0,50,0,0,0
162,162.0,50,0,0,0
163,163.0,50,0,0,0
164,164.0,50,0,0,0
165,165.0,50,0,0,0
166,166.0,50,0,0,0
167,167.0,50,0,0,0
168,168.0,50,0,0,0
169,169.0,50,0,0,0
170,170.0,50,0,0,0
171,171.0,50,0,0,0
172,172.0,50,0,0,0
173,173.0,50,0,0,0
174,174.0,50,0,0,0
175,175.0,50,0,0,0
176,176.0,50,0,0,0
177,177.0,50,0,0,0
178,178.0,50,0,0,0
179,179.0,50,0,0,0
180,180.0,50,0,0,0
181,181.0,50,0,0,0
182,182.0,50,1,0,0
183,183.0,50,1,0,0
184,184.0,50,1,0,0
185,185.0,50,1,0,0
186,186.0,50,1,0,0
187,187.0,50,1,0,0
188,188.0,50,1,0,0
189,189.0,50,1,0,0
190,190.0,50,0,0,0
191,191.0,50,0,0,0
192,192.0,50,0,0,0
193,193.0,50,0,0,0
194,194.0,50,0,0,0
195,195.0,50,0,0,0
196,196.0,50,0,0,0
197,197.0,50,0,0,0
198,198.0,50,0,0,0
199,199.0,50,0,0,0
200,200.0,50,0,0,0
201,201.0,50,0,0,0
202,202.0,50,0,0,0
203,203.0,50,0,0,0
204,204.0,50,0,0,0
205,205.0,50,0,0,0
206,206.0,50,0,0,0
207,207.0,50,0,0,0
208,208.0,50,0,0,0
209,209.0,50,0,0,0
210,210.0,50,0,0,0
211,211.0,50,0,0,0
212,212.0,50,0,0,0
213,213.0,50,0,0,0
214,214.0,50,0,0,0
215,215.0,50,0,0,0
216,216.0,50,0,0,0
217,217.0,50,0,0,0
218,218.0,50,0,0,0
219,219.0,50,0,0,0
220,220.0,50,0,0,0
221,221.0,50,0,0,0
222,222.0,50,0,0,0
223,223.0,50,0,0,0
224,224.0,50,0,0,0
225,225.0,50,0,0,0
226,226.0,50,0,0,0
227,227.0,50,0,0,0
228,228.0,50,0,0,0
229,229.0,50,0,0,0
230,230.0,50,0,0,0
231,231.0,50,0,0,0
232,232.0,50,0,0,0
233,233.0,50,0,0,0
234,234.0,50,0,0,0
235,235.0,50,0,0,0
236,236.0,50,1,0,0
237,237.0,50,1,0,0
238,238.0,50,1,0,0
239,239.0,50,1,0,0
240,240.0,50,2,0,0
241,241.0,50,3,0,0
242,242.0,50,3,0,0
243,243.0,50,3,0,0
244,244.0,50,3,0,0
245,245.0,50,3,0,0
246,246.0,50,3,0,0
247,247.0,50,3,0,0
248,248.0,50,3,0,0
249,249.0,50,3,0,0
250,250.0,50,2,0,0
251,251.0,50,2,0,0
252,252.0,50,2,0,0
253,253.0,50,1,0,0
254,254.0,50,1,0,0
255,255.0,50,1,0,0
256,256.0,50,0,0,0
257,257.0,50,0,0,0
258,258.0,50,0,0,0
259,259.0,50,0,0,0
260,260.0,50,0,0,0
261,261.0,50,0,0,0
262,262.0,50,0,0,0
263,263.0,50,0,0,0
264,264.0,50,0,0,0
265,265.0,50,0,0,0
266,266.0,50,0,0,0
267,267.0,50,0,0,0
268,268.0,50,0,0,0
269,269.0,50,0,0,0
270,270.0,50,0,0,0
271,271.0,50,0,0,0
272,272.0,50,0,0,0
273,273.0,50,0,0,0
274,274.0,50,0,0,0
275,275.0,50,0,0,0
276,276.0,50,0,0,0
277,277.0,50,0,0,0
278,278.0,50,0,0,0
279,279.0,50,0,0,0
280,280.0,50,0,0,0
281,281.0,50,0,0,0
282,282.0,50,0,0,0
283,283.0,50,0,0,0
284,284.0,50,0,0,0
285,285.0,50,0,0,0
286,286.0,50,0,0,0
287,287.0,50,0,0,0
288,288.0,50,0,0,0
289,289.0,50,0,0,0
290,290.0,50,0,0,0
291,291.0,50,0,0,0
292,292.0,50,0,0,0
293,293.0,50,0,0,0
294,294.0,50,0,0,0
295,295.0,50,0,0,0
296,296.0,50,0,0,0
297,297.0,50,0,0,0
298,298.0,50,0,0,0
299,299.0,50,0,0,0
300,300.0,50,0,0,0
301,301.0,50,0,0,0
302,302.0,50,0,0,0
303,303.0,50,0,0,0
304,304.0,50,0,0,0
305,305.0,50,0,0,0
306,306.0,50,0,0,0
307,307.0,50,0,0,0
308,308.0,50,0,0,0
309,309.0,50,0,0,0
310,310.0,50,0,0,0
311,311.0,50,0,0,0
312,312.0,50,0,0,0
313,313.0,50,0,0,0
314,314.0,50,0,0,0
315,315.0,50,0,0,0
316,316.0,50,0,0,0
317,317.0,50,0,0,0
318,318.0,50,0,0,0
319,319.0,50,0,0,0
320,320.0,50,0,0,0
321,321.0,50,0,0,0
322,322.0,50,0,0,0
323,323.0,50,0,0,0
324,324.0,50,0,0,0
325,325.0,50,0,0,0
326,326.0,50,0,0,0
327,327.0,50,0,0,0
328,328.0,50,0,0,0
329,329.0,50,0,0,0
330,330.0,50,0,0,0
331,331.0,50,0,0,0
332,332.0,50,0,0,0
333,333.0,51,0,0,1
334,334.0,51,0,0,1
335,335.0,51,0,0,1
336,336.0,51,0,0,1
337,337.0,51,0,0,1
338,338.0,51,0,0,1
339,339.0,51,0,0,1
340,340.0,51,0,0,1
341,341.0,51,0,0,1
342,342.0,51,0,0,1
343,343.0,51,0,0,1
344,344.0,51,0,0,1
345,345.0,51,0,0,1
346,346.0,51,0,0,1
347,347.0,51,0,0,1
348,348.0,51,0,0,1
349,349.0,51,0,0,1
350,350.0,51,0,0,1
351,351.0,51,0,0,1
352,352.0,51,0,0,1
353,353.0,51,0,0,1
354,354.0,51,0,0,1
355,355.0,51,0,0,1
356,356.0,51,0,0,1
357,357.0,51,0,0,1
358,358.0,51,0,0,1
359,359.0,51,0,0,1
360,360.0,51,0,0,1
361,361.0,51,0,0,1
362,362.0,51,0,0,1
363,363.0,51,0,0,1
364,364.0,51,0,0,1
365,365.0,51,0,0,1
366,366.0,51,0,0,1
367,367.0,51,0,0,1
368,368.0,51,0,0,1
369,369.0,51,0,0,1
370,370.0,51,0,0,1
371,371.0,51,0,0,1
372,372.0,51,0,0,1
373,373.0,51,0,0,1
374,374.0,51,1,0,1
375,375.0,51,1,0,1
376,376.0,51,1,0,1
377,377.0,51,1,0,1
378,378.0,51,1,0,1
379,379.0,51,1,0,1
380,380.0,51,1,0,1
381,381.0,51,2,0,1
382,382.0,51,2,0,1
383,383.0,51,2,0,1
384,384.0,51,1,0,1
385,385.0,51,1,0,1
386,386.0,50,0,1,1
387,387.0,50,0,1,1
388,388.0,50,0,1,1
389,389.0,50,0,1,1
390,390.0,50,0,1,1
391,391.0,50,0,1,1
392,392.0,50,0,1,1
393,393.0,50,0,1,1
394,394.0,50,0,1,1
395,395.0,50,0,1,1
396,396.0,50,0,1,1
397,397.0,50,0,1,1
398,398.0,50,0,1,1
399,399.0,50,0,1,1
400,400.0,50,0,1,1
401,401.0,50,0,1,1
402,402.0,50,0,1,1
403,403.0,50,0,1,1
404,404.0,50,0,1,1
405,405.0,50,0,1,1
406,406.0,50,0,1,1
407,407.0,50,0,1,1
408,408.0,50,0,1,1
409,409.0,50,0,1,1
410,410.0,50,0,1,1
411,411.0,50,0,1,1
412,412.0,50,0,1,1
413,413.0,50,0,1,1
414,414.0,50,0,1,1
415,415.0,50,0,1,1
416,416.0,50,0,1,1
417,417.0,50,0,1,1
418,418.0,50,0,1,1
419,419.0,50,0,1,1
420,420.0,50,0,1,1
421,421.0,50,0,1,1
422,422.0,50,0,1,1
423,423.0,50,0,1,1
424,424.0,50,0,1,1
425,425.0,50,0,1,1
426,426.0,50,0,1,1
427,427.0,50,0,1,1
428,428.0,51,0,1,2
429,429.0,51,0,1,2
430,430.0,51,0,1,2
431,431.0,51,0,1,2
432,432.0,51,0,1,2
433,433.0,51,0,1,2
434,434.0,51,0,1,2
435,435.0,51,0,1,2
436,436.0,51,0,1,2
437,437.0,51,0,1,2
438,438.0,51,0,1,2
439,439.0,51,0,1,2
440,440.0,51,0,1,2
441,441.0,51,0,1,2
442,442.0,51,0,1,2
443,443.0,51,0,1,2
444,444.0,51,0,1,2
445,445.0,51,0,1,2
446,446.0,51,0,1,2
447,447.0,51,0,1,2
448,448.0,51,0,1,2
449,449.0,51,0,1,2
450,450.0,51,0,1,2
451,451.0,51,0,1,2
452,452.0,51,0,1,2
453,453.0,51,0,1,2
454,454.0,51,0,1,2
455,455.0,51,0,1,2
456,456.0,51,0,1,2
457,457.0,51,0,1,2
458,458.0,51,0,1,2
459,459.0,51,0,1,2
460,460.0,51,0,1,2
461,461.0,51,0,1,2
462,462.0,51,0,1,2
463,463.0,51,0,1,2
464,464.0,51,0,1,2
465,465.0,51,0,1,2
466,466.0,51,0,1,2
467,467.0,51,0,1,2
468,468.0,51,0,1,2
469,469.0,51,0,1,2
470,470.0,51,0,1,2
471,471.0,51,0,1,2
472,472.0,51,1,1,2
473,473.0,51,1,1,2
474,474.0,51,1,1,2
475,475.0,51,1,1,2
476,476.0,51,1,1,2
477,477.0,51,1,1,2
478,478.0,51,1,1,2
479,479.0,51,1,1,2
480,480.0,51,0,1,2
481,481.0,51,0,1,2
482,482.0,51,0,1,2
483,483.0,51,0,1,2
484,484.0,51,0,1,2
485,485.0,51,0,1,2
486,486.0,51,0,1,2
487,487.0,52,0,1,3
488,488.0,52,0,1,3
489,489.0,52,0,1,3
490,490.0,52,0,1,3
491,491.0,52,0,1,3
492,492.0,52,0,1,3
493,493.0,52,0,1,3
494,494.0,52,0,1,3
495,495.0,52,0,1,3
496,496.0,52,0,1,3
497,497.0,52,0,1,3
498,498.0,52,0,1,3
499,499.0,52,0,1,3
500,500.0,52,0,1,3
501,501.0,52,0,1,3
502,502.0,52,0,1,3
503,503.0,52,0,1,3
504,504.0,52,0,1,3
505,505.0,52,0,1,3
506,506.0,52,0,1,3
507,507.0,52,0,1,3
508,508.0,52,0,1,3
509,509.0,52,0,1,3
510,510.0,52,0,1,3
511,511.0,52,0,1,3
512,512.0,52,0,1,3
513,513.0,52,0,1,3
514,514.0,52,0,1,3
515,515.0,52,0,1,3
516,516.0,52,0,1,3
517,517.0,52,0,1,3
518,518.0,52,0,1,3
519,519.0,52,0,1,3
520,520.0,52,0,1,3
521,521.0,52,0,1,3
522,522.0,52,0,1,3
523,523.0,52,0,1,3
524,524.0,52,0,1,3
525,525.0,52,0,1,3
526,526.0,52,0,1,3
527,527.0,52,0,1,3
528,528.0,52,0,1,3
529,529.0,52,0,1,3
530,530.0,52,0,1,3
531,531.0,52,0,1,3
532,532.0,52,0,1,3
533,533.0,52,0,1,3
534,534.0,52,0,1,3
535,535.0,52,0,1,3
536,536.0,52,0,1,3
537,537.0,52,0,1,3
538,538.0,52,0,1,3
539,539.0,52,0,1,3
540,540.0,52,0,1,3
541,541.0,52,0,1,3
542,542.0,52,0,1,3
543,543.0,52,0,1,3
544,544.0,52,0,1,3
545,545.0,52,0,1,3
546,546.0,52,0,1,3
547,547.0,52,0,1,3
548,548.0,52,0,1,3
549,549.0,52,0,1,3
550,550.0,52,0,1,3
551,551.0,52,0,1,3
552,552.0,52,0,1,3
553,553.0,52,0,1,3
554,554.0,52,0,1,3
555,555.0,52,0,1,3
556,556.0,52,0,1,3
557,557.0,52,0,1,3
558,558.0,52,0,1,3
559,559.0,52,0,1,3
560,560.0,52,0,1,3
561,561.0,52,0,1,3
562,562.0,52,0,1,3
563,563.0,52,0,1,3
564,564.0,52,0,1,3
565,565.0,52,0,1,3
566,566.0,52,0,1,3
567,567.0,52,0,1,3
568,568.0,52,0,1,3
569,569.0,52,0,1,3
570,570.0,52,0,1,3
571,571.0,52,0,1,3
572,572.0,52,0,1,3
573,573.0,52,0,1,3
574,574.0,52,1,1,3
575,575.0,52,1,1,3
576,576.0,52,1,1,3
577,577.0,52,1,1,3
578,578.0,52,1,1,3
579,579.0,52,1,1,3
580,580.0,52,1,1,3
581,581.0,52,1,1,3
582,582.0,52,1,1,3
583,583.0,52,1,1,3
584,584.0,52,1,1,3
585,585.0,52,1,1,3
586,586.0,52,1,1,3
587,587.0,52,1,1,3
588,588.0,52,0,1,3
589,589.0,52,0,1,3
590,590.0,52,0,1,3
591,591.0,52,0,1,3
592,592.0,52,0,1,3
593,593.0,52,0,1,3
594,594.0,52,0,1,3
595,595.0,52,0,1,3
596,596.0,52,0,1,3
597,597.0,52,0,1,3
598,598.0,52,0,1,3
599,599.0,52,0,1,3
600,600.0,52,0,1,3
601,601.0,52,0,1,3
602,602.0,52,0,1,3
603,603.0,52,0,1,3
604,604.0,52,0,1,3
605,605.0,52,0,1,3
606,606.0,52,0,1,3
607,607.0,52,0,1,3
608,608.0,52,0,1,3
609,609.0,52,0,1,3
610,610.0,52,0,1,3
611,611.0,52,0,1,3
612,612.0,52,1,1,3
613,613.0,52,1,1,3
614,614.0,52,1,1,3
615,615.0,52,1,1,3
616,616.0,52,1,1,3
617,617.0,52,2,1,3
618,618.0,52,2,1,3
619,619.0,52,2,1,3
620,620.0,52,3,1,3
621,621.0,52,3,1,3
622,622.0,52,3,1,3
623,623.0,52,3,1,3
624,624.0,52,3,1,3
625,625.0,52,2,1,3
626,626.0,52,2,1,3
627,627.0,52,2,1,3
628,628.0,52,2,1,3
629,629.0,52,1,1,3
630,630.0,52,0,1,3
631,631.0,52,0,1,3
632,632.0,52,0,1,3
633,633.0,52,0,1,3
634,634.0,52,0,1,3
635,635.0,52,0,1,3
636,636.0,52,0,1,3
637,637.0,52,0,1,3
638,638.0,52,0,1,3
639,639.0,52,0,1,3
640,640.0,52,0,1,3
641,641.0,52,0,1,3
642,642.0,52,0,1,3
643,643.0,52,0,1,3
644,644.0,52,0,1,3
645,645.0,52,0,1,3
646,646.0,52,0,1,3
647,647.0,52,0,1,3
648,648.0,52,0,1,3
649,649.0,52,0,1,3
650,650.0,52,0,1,3
651,651.0,52,0,1,3
652,652.0,52,0,1,3
653,653.0,52,0,1,3
654,654.0,52,0,1,3
655,655.0,52,0,1,3
656,656.0,52,0,1,3
657,657.0,52,0,1,3
658,658.0,52,0,1,3
659,659.0,52,0,1,3
660,660.0,52,0,1,3
661,661.0,52,0,1,3
662,662.0,52,0,1,3
663,663.0,52,0,1,3
664,664.0,52,0,1,3
665,665.0,52,0,1,3
666,666.0,52,0,1,3
667,667.0,52,0,1,3
668,668.0,52,0,1,3
669,669.0,52,0,1,3
670,670.0,52,0,1,3
671,671.0,52,0,1,3
672,672.0,52,0,1,3
673,673.0,52,0,1,3
674,674.0,52,0,1,3
675,675.0,52,0,1,3
676,676.0,52,0,1,3
677,677.0,52,0,1,3
678,678.0,52,0,1,3
679,679.0,52,0,1,3
680,680.0,52,0,1,3
681,681.0,52,0,1,3
682,682.0,52,0,1,3
683,683.0,52,0,1,3
684,684.0,52,0,1,3
685,685.0,52,0,1,3
686,686.0,52,0,1,3
687,687.0,52,0,1,3
688,688.0,52,0,1,3
689,689.0,52,0,1,3
690,690.0,52,0,1,3
691,691.0,52,0,1,3
692,692.0,52,0,1,3
693,693.0,52,0,1,3
694,694.0,52,0,1,3
695,695.0,52,0,1,3
696,696.0,52,0,1,3
697,697.0,52,0,1,3
698,698.0,52,0,1,3
699,699.0,52,0,1,3
700,700.0,52,0,1,3
701,701.0,52,0,1,3
702,702.0,52,0,1,3
703,703.0,52,0,1,3
704,704.0,52,0,1,3
705,705.0,52,0,1,3
706,706.0,52,0,1,3
707,707.0,52,0,1,3
708,708.0,52,0,1,3
709,709.0,52,0,1,3
710,710.0,52,0,1,3
711,711.0,52,0,1,3
712,712.0,52,0,1,3
713,713.0,52,0,1,3
714,714.0,52,0,1,3
715,715.0,52,0,1,3
716,716.0,52,0,1,3
717,717.0,52,0,1,3
718,718.0,52,0,1,3
719,719.0,52,0,1,3
720,720.0,52,0,1,3
721,721.0,52,1,1,3
722,722.0,52,1,1,3
723,723.0,52,1,1,3
724,724.0,52,2,1,3
725,725.0,52,2,1,3
726,726.0,52,2,1,3
727,727.0,52,2,1,3
728,728.0,52,2,1,3
729,729.0,52,1,1,3
730,730.0,52,2,1,3
731,731.0,52,2,1,3
732,732.0,52,2,1,3
733,733.0,52,2,1,3
734,734.0,52,2,1,3
735,735.0,52,2,1,3
736,736.0,52,2,1,3
737,737.0,52,2,1,3
738,738.0,52,2,1,3
739,739.0,52,1,1,3
740,740.0,52,1,1,3
741,741.0,52,1,1,3
742,742.0,52,1,1,3
743,743.0,52,1,1,3
744,744.0,52,1,1,3
745,745.0,53,1,1,4
746,746.0,53,1,1,4
747,747.0,53,1,1,4
748,748.0,53,1,1,4
749,749.0,53,1,1,4
750,750.0,53,1,1,4
751,751.0,53,1,1,4
752,752.0,53,1,1,4
753,753.0,53,1,1,4
754,754.0,53,1,1,4
755,755.0,53,1,1,4
756,756.0,53,1,1,4
757,757.0,53,1,1,4
758,758.0,53,1,1,4
759,759.0,53,1,1,4
760,760.0,53,1,1,4
761,761.0,53,1,1,4
762,762.0,53,1,1,4
763,763.0,53,1,1,4
764,764.0,53,1,1,4
765,765.0,53,1,1,4
766,766.0,53,1,1,4
767,767.0,53,1,1,4
768,768.0,53,1,1,4
769,769.0,53,1,1,4
770,770.0,53,1,1,4
771,771.0,53,1,1,4
772,772.0,53,1,1,4
773,773.0,53,1,1,4
774,774.0,53,1,1,4
775,775.0,53,1,1,4
776,776.0,54,1,1,5
777,777.0,54,1,1,5
778,778.0,54,0,1,5
779,779.0,54,0,1,5
780,780.0,54,0,1,5
781,781.0,54,0,1,5
782,782.0,54,0,1,5
783,783.0,54,0,1,5
784,784.0,54,0,1,5
785,785.0,54,0,1,5
786,786.0,54,0,1,5
787,787.0,54,0,1,5
788,788.0,54,0,1,5
789,789.0,54,0,1,5
790,790.0,54,0,1,5
791,791.0,54,0,1,5
792,792.0,54,0,1,5
793,793.0,54,0,1,5
794,794.0,54,0,1,5
795,795.0,54,0,1,5
796,796.0,54,0,1,5
797,797.0,54,0,1,5
798,798.0,54,0,1,5
799,799.0,54,0,1,5
800,800.0,54,0,1,5
801,801.0,54,0,1,5
802,802.0,54,0,1,5
803,803.0,54,0,1,5
804,804.0,54,0,1,5
805,805.0,54,0,1,5
806,806.0,54,0,1,5
807,807.0,54,0,1,5
808,808.0,54,0,1,5
809,809.0,54,0,1,5
810,810.0,54,0,1,5
811,811.0,54,0,1,5
812,812.0,54,0,1,5
813,813.0,54,0,1,5
814,814.0,54,0,1,5
815,815.0,54,0,1,5
816,816.0,54,0,1,5
817,817.0,54,0,1,5
818,818.0,54,0,1,5
819,819.0,54,0,1,5
820,820.0,54,0,1,5
821,821.0,54,0,1,5
822,822.0,54,0,1,5
823,823.0,54,0,1,5
824,824.0,54,0,1,5
825,825.0,54,0,1,5
826,826.0,54,0,1,5
827,827.0,54,1,1,5
828,828.0,54,1,1,5
829,829.0,54,1,1,5
830,830.0,54,1,1,5
831,831.0,54,1,1,5
832,832.0,54,1,1,5
833,833.0,54,1,1,5
834,834.0,54,1,1,5
835,835.0,54,2,1,5
836,836.0,54,2,1,5
837,837.0,54,2,1,5
838,838.0,54,2,1,5
839,839.0,54,2,1,5
840,840.0,54,2,1,5
841,841.0,54,2,1,5
842,842.0,54,2,1,5
843,843.0,54,2,1,5
844,844.0,54,2,1,5
845,845.0,54,2,1,5
846,846.0,54,2,1,5
847,847.0,54,1,1,5
848,848.0,54,1,1,5
849,849.0,54,0,1,5
850,850.0,54,0,1,5
851,851.0,54,0,1,5
852,852.0,54,0,1,5
853,853.0,54,0,1,5
854,854.0,54,0,1,5
855,855.0,54,0,1,5
856,856.0,54,0,1,5
857,857.0,54,0,1,5
858,858.0,54,0,1,5
859,859.0,54,0,1,5
860,860.0,54,0,1,5
861,861.0,54,0,1,5
862,862.0,54,0,1,5
863,863.0,54,0,1,5
864,864.0,54,0,1,5
865,865.0,54,0,1,5
866,866.0,54,0,1,5
867,867.0,54,0,1,5
868,868.0,54,0,1,5
869,869.0,54,0,1,5
870,870.0,54,0,1,5
871,871.0,54,0,1,5
872,872.0,54,0,1,5
873,873.0,54,0,1,5
874,874.0,54,0,1,5
875,875.0,54,0,1,5
876,876.0,54,0,1,5
877,877.0,54,0,1,5
878,878.0,54,0,1,5
879,879.0,54,0,1,5
880,880.0,54,0,1,5
881,881.0,54,0,1,5
882,882.0,54,0,1,5
883,883.0,54,0,1,5
884,884.0,54,0,1,5
885,885.0,54,0,1,5
886,886.0,54,0,1,5
887,887.0,54,0,1,5
888,888.0,54,0,1,5
889,889.0,54,0,1,5
890,890.0,54,0,1,5
891,891.0,54,0,1,5
892,892.0,54,0,1,5
893,893.0,54,0,1,5
894,894.0,54,0,1,5
895,895.0,54,0,1,5
896,896.0,54,0,1,5
897,897.0,54,0,1,5
898,898.0,54,0,1,5
899,899.0,54,0,1,5
900,900.0,54,0,1,5
901,901.0,54,0,1,5
902,902.0,54,0,1,5
903,903.0,54,0,1,5
904,904.0,54,0,1,5
905,905.0,54,0,1,5
906,906.0,54,0,1,5
907,907.0,54,0,1,5
908,908.0,54,0,1,5
909,909.0,54,0,1,5
910,910.0,54,0,1,5
911,911.0,54,0,1,5
912,912.0,54,0,1,5
913,913.0,54,0,1,5
914,914.0,54,0,1,5
915,915.0,54,0,1,5
916,916.0,54,0,1,5
917,917.0,54,0,1,5
918,918.0,54,0,1,5
919,919.0,54,0,1,5
920,920.0,54,0,1,5
921,921.0,54,0,1,5
922,922.0,54,0,1,5
923,923.0,54,0,1,5
924,924.0,54,0,1,5
925,925.0,54,0,1,5
926,926.0,54,0,1,5
927,927.0,54,0,1,5
928,928.0,54,0,1,5
929,929.0,54,0,1,5
930,930.0,54,0,1,5
931,931.0,54,0,1,5
932,932.0,54,0,1,5
933,933.0,54,0,1,5
934,934.0,54,0,1,5
935,935.0,54,0,1,5
936,936.0,54,0,1,5
937,937.0,54,0,1,5
938,938.0,54,0,1,5
939,939.0,54,0,1,5
940,940.0,54,0,1,5
941,941.0,54,0,1,5
942,942.0,54,0,1,5
943,943.0,54,0,1,5
944,944.0,54,0,1,5
945,945.0,54,0,1,5
946,946.0,54,0,1,5
947,947.0,54,0,1,5
948,948.0,54,0,1,5
949,949.0,54,0,1,5
950,950.0,54,0,1,5
951,951.0,54,0,1,5
952,952.0,54,0,1,5
953,953.0,54,0,1,5
954,954.0,54,0,1,5
955,955.0,54,0,1,5
956,956.0,54,0,1,5
957,957.0,54,0,1,5
958,958.0,54,0,1,5
959,959.0,54,0,1,5
960,960.0,54,0,1,5
961,961.0,54,0,1,5
962,962.0,54,0,1,5
963,963.0,54,0,1,5
964,964.0,54,0,1,5
965,965.0,54,0,1,5
966,966.0,54,0,1,5
967,967.0,54,0,1,5
968,968.0,54,0,1,5
969,969.0,54,0,1,5
970,970.0,54,1,1,5
971,971.0,54,1,1,5
972,972.0,54,1,1,5
973,973.0,54,1,1,5
974,974.0,54,1,1,5
975,975.0,54,1,1,5
976,976.0,54,1,1,5
977,977.0,54,1,1,5
978,978.0,54,1,1,5
979,979.0,54,1,1,5
980,980.0,54,1,1,5
981,981.0,54,1,1,5
982,982.0,54,1,1,5
983,983.0,54,1,1,5
984,984.0,54,1,1,5
985,985.0,54,1,1,5
986,986.0,54,1,1,5
987,987.0,54,1,1,5
988,988.0,54,0,1,5
989,989.0,54,0,1,5
990,990.0,54,0,1,5
991,991.0,54,0,1,5
992,992.0,54,0,1,5
993,993.0,54,0,1,5
994,994.0,54,0,1,5
995,995.0,54,0,1,5
996,996.0,54,0,1,5
